category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"5 Student experience","Sequential navigation","PLACEHOLDER","E02: Create/update/publish source; runtime-probes.json / E07: Client dirty-state/save/submit trace; server security tests","app/Http/Controllers/OnlineExamController.php:48-374; app/Models/OnlineExam.php; app/Http/Requests/OnlineExam/{Store,Update}OnlineExamRequest.php; resources/views/admin/online_exam/ / resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php","online_exams; online_exam_questions; subjects; classes / online_exam_answers; online_exam_submissions","allow_previous_navigation setting stored.","Client/server delivery never enforce it; all questions rendered.","Exam rule is falsely presented.","Implement server-aware mode or remove/disable unsupported control.","HIGH"
"5 Student experience","Autosave","BROKEN","E07: Client dirty-state/save/submit trace; server security tests","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php","online_exam_answers; online_exam_submissions","Immediate radio save, 1.5s text debounce, 10s retry sweep, saved labels.","Stale acknowledgement clears new edits; validation 422 clears pending state; no local persistence.","Candidate answer loss.","Revisioned durable queue and acknowledgement tracking.","CRITICAL"
"5 Student experience","Save indicator","BROKEN","E07: Client dirty-state/save/submit trace; server security tests","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php","online_exam_answers; online_exam_submissions","Immediate radio save, 1.5s text debounce, 10s retry sweep, saved labels.","Stale acknowledgement clears new edits; validation 422 clears pending state; no local persistence.","Candidate answer loss.","Revisioned durable queue and acknowledgement tracking.","CRITICAL"
"5 Student experience","Submission confirmation","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E09: Marking/finalization trace; both runtime probe artifacts","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149","online_exam_answers; online_exam_submissions / online_exam_submissions; online_exam_answers; online_exam_questions","window.confirm and unanswered count.","Actual form misses submission_id; no final flush.","403 and lost final edits.","Validated form payload plus acknowledged flush and resumable submission receipt.","CRITICAL"
"5 Student experience","Automatic submission","PARTIAL","E08: Deadline/heartbeat/schedule source; expiry/window tests; live runtime timezone / E09: Marking/finalization trace; both runtime probe artifacts","app/Http/Controllers/OnlineExamController.php:1223-1380,1509-1522,1561-1567; app/Models/OnlineExamSubmission.php; app/Http/Requests/OnlineExam/StartOnlineExamRequest.php; app/Console/Kernel.php; resources/views/student/online_exam/take.blade.php:182-227; config/app.php / app/Http/Controllers/OnlineExamController.php:1046-1138,1548-1588,1604-1814; app/Http/Requests/OnlineExam/{SubmitOnlineExamRequest,ManualMarkAnswerRequest}.php; resources/views/student/online_exam/take.blade.php:144-149","online_exam_submissions; online_exams / online_exam_submissions; online_exam_answers; online_exam_questions","JS timeout and expired-page fallback exist.","No offline/closed-browser worker; does not await pending saves.","Abandoned or incomplete attempts.","Authoritative expiry worker and retry-safe finalization.","HIGH"
"5 Student experience","Warnings","PARTIAL","E07: Client dirty-state/save/submit trace; server security tests / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","online_exam_answers; online_exam_submissions / online_exam_proctoring_events; online_exam_submissions","beforeunload and fullscreen overlay; basic confirmation.","No early deadline thresholds or structured connection/save warning.","Candidate lacks actionable failure information.","Accessible timed warnings and save/network recovery instructions.","MEDIUM"
"5 Student experience","Mark for review","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
"5 Student experience","Previous/next buttons","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
"5 Student experience","One-question-per-page mode","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
"5 Student experience","Section navigation","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
"5 Student experience","Connectivity indicator","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
"5 Student experience","Final review screen","MISSING","E07: Client dirty-state/save/submit trace; server security tests / E19: Markup and browser-script inspection; no assistive-technology session run","resources/views/student/online_exam/take.blade.php:285-433; app/Http/Controllers/OnlineExamController.php:1456-1507; app/Http/Requests/OnlineExam/SaveOnlineExamAnswerRequest.php / resources/views/student/online_exam/{instructions,take,result,list}.blade.php; resources/views/teacher/online_exam/question_form.blade.php; resources/views/admin/online_exam/modal.blade.php","online_exam_answers; online_exam_submissions / online_exams; online_exam_questions; online_exam_submissions","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Add accessible exam-local navigation/review and network status after data safety repair.","MEDIUM"
